ts,pond_id,sensors,rf,svm,knn,note
2026-01-04T12:00:12.085367Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:00:11.993446Z"", ""PondID"": ""POND_TEST"", ""Temp"": 29.221, ""Turbidity (cm)"": 34.209, ""DO(mg/L)"": 4.726, ""BOD (mg/L)"": 4.617, ""CO2"": 6.389, ""pH"": 7.835, ""Alkalinity (mg L-1 )"": 124.928, ""Hardness (mg L-1 )"": 111.953, ""Calcium (mg L-1 )"": 109.158, ""Ammonia (mg L-1 )"": 0.296, ""Nitrite (mg L-1 )"": 0.178, ""Phosphorus (mg L-1 )"": 0.198, ""H2S (mg L-1 )"": 0.0034, ""Plankton (No. L-1)"": 3531}","{""rf"": {""DO(mg/L)"": 5.196822730000003, ""pH"": 7.682488679999998, ""Ammonia (mg L-1 )"": 0.05076363999999999}, ""svm"": {""class"": 2, ""probabilities"": [0.00012390560202032508, 0.10793468284292057, 0.8919414115550592]}, ""knn"": {""DO(mg/L)"": 4.814321}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [0.00012390560202032508, 0.10793468284292057, 0.8919414115550592]}",,
2026-01-04T12:00:13.238563Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:00:13.127721Z"", ""PondID"": ""POND_TEST"", ""Temp"": 29.418, ""Turbidity (cm)"": 33.777, ""DO(mg/L)"": 4.787, ""BOD (mg/L)"": 2.55, ""CO2"": 7.073, ""pH"": 7.802, ""Alkalinity (mg L-1 )"": 121.223, ""Hardness (mg L-1 )"": 120.676, ""Calcium (mg L-1 )"": 89.296, ""Ammonia (mg L-1 )"": 0.267, ""Nitrite (mg L-1 )"": 0.12, ""Phosphorus (mg L-1 )"": 0.106, ""H2S (mg L-1 )"": 0.0022, ""Plankton (No. L-1)"": 3374}","{""rf"": {""DO(mg/L)"": 6.262267209999997, ""pH"": 8.04185414, ""Ammonia (mg L-1 )"": 0.06193007}, ""svm"": {""class"": 2, ""probabilities"": [9.792995218881386e-05, 0.013610181083736489, 0.986291888964075]}, ""knn"": {""DO(mg/L)"": 3.9856808}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [9.792995218881386e-05, 0.013610181083736489, 0.986291888964075]}",,
2026-01-04T12:00:14.589514Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:00:14.490769Z"", ""PondID"": ""POND_TEST"", ""Temp"": 29.422, ""Turbidity (cm)"": 36.246, ""DO(mg/L)"": 4.721, ""BOD (mg/L)"": 4.667, ""CO2"": 6.2, ""pH"": 7.818, ""Alkalinity (mg L-1 )"": 119.024, ""Hardness (mg L-1 )"": 112.748, ""Calcium (mg L-1 )"": 89.949, ""Ammonia (mg L-1 )"": 0.274, ""Nitrite (mg L-1 )"": 0.133, ""Phosphorus (mg L-1 )"": 0.205, ""H2S (mg L-1 )"": 0.0032, ""Plankton (No. L-1)"": 3527}","{""rf"": {""DO(mg/L)"": 5.146084260000001, ""pH"": 7.939929619999997, ""Ammonia (mg L-1 )"": 0.05581167999999999}, ""svm"": {""class"": 2, ""probabilities"": [0.0002952858481823221, 0.02579178568934629, 0.9739129284624716]}, ""knn"": {""DO(mg/L)"": 4.1673308}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [0.0002952858481823221, 0.02579178568934629, 0.9739129284624716]}",,
2026-01-04T12:00:16.290223Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:00:16.168726Z"", ""PondID"": ""POND_TEST"", ""Temp"": 28.911, ""Turbidity (cm)"": 35.858, ""DO(mg/L)"": 4.84, ""BOD (mg/L)"": 2.537, ""CO2"": 4.034, ""pH"": 7.777, ""Alkalinity (mg L-1 )"": 137.984, ""Hardness (mg L-1 )"": 119.184, ""Calcium (mg L-1 )"": 100.687, ""Ammonia (mg L-1 )"": 0.305, ""Nitrite (mg L-1 )"": 0.16, ""Phosphorus (mg L-1 )"": 0.219, ""H2S (mg L-1 )"": 0.0005, ""Plankton (No. L-1)"": 2620}","{""rf"": {""DO(mg/L)"": 4.585047230000002, ""pH"": 7.9920473499999956, ""Ammonia (mg L-1 )"": 0.024634630000000005}, ""svm"": {""class"": 2, ""probabilities"": [1.914654022921876e-05, 0.006234043904758708, 0.9937468095550119]}, ""knn"": {""DO(mg/L)"": 5.9224948}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [1.914654022921876e-05, 0.006234043904758708, 0.9937468095550119]}",,
2026-01-04T12:00:18.300131Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:00:18.166143Z"", ""PondID"": ""POND_TEST"", ""Temp"": 29.013, ""Turbidity (cm)"": 33.159, ""DO(mg/L)"": 4.409, ""BOD (mg/L)"": 3.916, ""CO2"": 5.715, ""pH"": 7.824, ""Alkalinity (mg L-1 )"": 117.349, ""Hardness (mg L-1 )"": 156.08, ""Calcium (mg L-1 )"": 88.778, ""Ammonia (mg L-1 )"": 0.288, ""Nitrite (mg L-1 )"": 0.081, ""Phosphorus (mg L-1 )"": 0.297, ""H2S (mg L-1 )"": 0.0035, ""Plankton (No. L-1)"": 3211}","{""rf"": {""DO(mg/L)"": 5.8334971000000015, ""pH"": 7.983663149999997, ""Ammonia (mg L-1 )"": 0.08140686999999996}, ""svm"": {""class"": 2, ""probabilities"": [0.0009532264026781501, 0.04865496126929457, 0.9503918123280274]}, ""knn"": {""DO(mg/L)"": 4.201721}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [0.0009532264026781501, 0.04865496126929457, 0.9503918123280274]}",,night_do_drop;
2026-01-04T12:00:20.331433Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:00:20.230129Z"", ""PondID"": ""POND_TEST"", ""Temp"": 29.045, ""Turbidity (cm)"": 35.324, ""BOD (mg/L)"": 2.345, ""CO2"": 7.213, ""pH"": 7.766, ""Alkalinity (mg L-1 )"": 125.306, ""Hardness (mg L-1 )"": 153.29, ""Calcium (mg L-1 )"": 75.134, ""Ammonia (mg L-1 )"": 0.281, ""Nitrite (mg L-1 )"": 0.146, ""Phosphorus (mg L-1 )"": 0.241, ""H2S (mg L-1 )"": 0.0015, ""Plankton (No. L-1)"": 4473}","{""rf"": {""DO(mg/L)"": 4.449932799999999, ""pH"": 7.39310575, ""Ammonia (mg L-1 )"": 0.045689419999999974, ""note"": ""DO estimated via KNN fallback (sensor missing or invalid)""}, ""svm"": {""class"": 2, ""probabilities"": [2.4099117789475826e-05, 0.006734358900326042, 0.9932415419818845]}, ""knn"": {""DO(mg/L)"": 4.449932799999999}, ""knn_fallback_used"": true}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [2.4099117789475826e-05, 0.006734358900326042, 0.9932415419818845]}","{""DO(mg/L)"": 4.449932799999999}",do_missing;
2026-01-04T12:00:22.697873Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:00:22.316636Z"", ""PondID"": ""POND_TEST"", ""Temp"": 28.826, ""Turbidity (cm)"": 37.002, ""DO(mg/L)"": 5.044, ""BOD (mg/L)"": 3.954, ""CO2"": 5.054, ""pH"": 7.855, ""Alkalinity (mg L-1 )"": 123.242, ""Hardness (mg L-1 )"": 141.067, ""Calcium (mg L-1 )"": 79.256, ""Ammonia (mg L-1 )"": 0.253, ""Nitrite (mg L-1 )"": 0.07, ""Phosphorus (mg L-1 )"": 0.111, ""H2S (mg L-1 )"": 0.002, ""Plankton (No. L-1)"": 3175}","{""rf"": {""DO(mg/L)"": 5.738133930000001, ""pH"": 7.8800908000000005, ""Ammonia (mg L-1 )"": 0.06945706999999998}, ""svm"": {""class"": 2, ""probabilities"": [0.00020518415173331904, 0.021159836373717666, 0.9786349794745488]}, ""knn"": {""DO(mg/L)"": 4.0176}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [0.00020518415173331904, 0.021159836373717666, 0.9786349794745488]}",,
2026-01-04T12:00:24.021849Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:00:23.909152Z"", ""PondID"": ""POND_TEST"", ""Temp"": 29.062, ""Turbidity (cm)"": 34.113, ""DO(mg/L)"": 5.061, ""BOD (mg/L)"": 3.122, ""CO2"": 4.643, ""pH"": 7.78, ""Alkalinity (mg L-1 )"": 100.451, ""Hardness (mg L-1 )"": 131.955, ""Calcium (mg L-1 )"": 70.9, ""Ammonia (mg L-1 )"": 0.262, ""Nitrite (mg L-1 )"": 0.186, ""Phosphorus (mg L-1 )"": 0.167, ""H2S (mg L-1 )"": 0.0048, ""Plankton (No. L-1)"": 4077}","{""rf"": {""DO(mg/L)"": 5.219029570000001, ""pH"": 7.826159199999999, ""Ammonia (mg L-1 )"": 0.029263459999999998}, ""svm"": {""class"": 2, ""probabilities"": [0.00019455459678439306, 0.018708640584527994, 0.9810968048186874]}, ""knn"": {""DO(mg/L)"": 3.5774858000000003}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [0.00019455459678439306, 0.018708640584527994, 0.9810968048186874]}",,
2026-01-04T12:00:25.796864Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:00:25.714088Z"", ""PondID"": ""POND_TEST"", ""Temp"": 29.342, ""Turbidity (cm)"": 34.09, ""DO(mg/L)"": 5.056, ""BOD (mg/L)"": 2.978, ""CO2"": 7.197, ""pH"": 7.801, ""Alkalinity (mg L-1 )"": 139.023, ""Hardness (mg L-1 )"": 129.325, ""Calcium (mg L-1 )"": 84.86, ""Ammonia (mg L-1 )"": 0.284, ""Nitrite (mg L-1 )"": 0.083, ""Phosphorus (mg L-1 )"": 0.248, ""H2S (mg L-1 )"": 0.0031, ""Plankton (No. L-1)"": 3395}","{""rf"": {""DO(mg/L)"": 6.204820239999999, ""pH"": 7.783103240000003, ""Ammonia (mg L-1 )"": 0.05867312999999998}, ""svm"": {""class"": 2, ""probabilities"": [0.0001632649471216858, 0.017993285632926976, 0.9818434494199517]}, ""knn"": {""DO(mg/L)"": 4.6148587999999995}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [0.0001632649471216858, 0.017993285632926976, 0.9818434494199517]}",,
2026-01-04T12:00:27.714551Z,POND_TEST,"{""Timestamp"": ""2026-01-04T12:00:27.607232Z"", ""PondID"": ""POND_TEST"", ""Temp"": 29.57, ""Turbidity (cm)"": 34.911, ""DO(mg/L)"": 4.902, ""BOD (mg/L)"": 4.917, ""CO2"": 5.751, ""pH"": 7.854, ""Alkalinity (mg L-1 )"": 109.571, ""Hardness (mg L-1 )"": 140.304, ""Calcium (mg L-1 )"": 92.983, ""Ammonia (mg L-1 )"": 0.31, ""Nitrite (mg L-1 )"": 0.105, ""Phosphorus (mg L-1 )"": 0.226, ""H2S (mg L-1 )"": 0.0044, ""Plankton (No. L-1)"": 2845}","{""rf"": {""DO(mg/L)"": 6.051062550000001, ""pH"": 8.005239490000001, ""Ammonia (mg L-1 )"": 0.041182200000000016}, ""svm"": {""class"": 2, ""probabilities"": [5.7517366630021215e-05, 0.06495634547704321, 0.9349861371563266]}, ""knn"": {""DO(mg/L)"": 7.1635241999999995}, ""knn_fallback_used"": false}","{""class"": 2, ""label"": ""Dangerous"", ""probabilities"": [5.7517366630021215e-05, 0.06495634547704321, 0.9349861371563266]}",,
